text, url 순
딥러닝(YOLO) 기반 세탁물을 분류/예측하고 분류된 세탁물에 적합한 세탁 정보를 제공하는 인공지능 세탁기,  AI Washer, /mbrmgt/DGU121
메타버스기반 IPTV서비스씬 개발, /mbrmgt/DGU121
클라우드 앱콘텐츠 서비스 개발, /mbrmgt/DGU121
Segmentation 기술을 활용한 전경(객체) 검출, /mbrmgt/DGU121
교내 학사시스템 취약점 점검을 위한 도구 개발, /mbrmgt/DGU121
클라우드 서버 기반 GNSS 상시계측 시스템 WEB 개발, /mbrmgt/DGU121
수집 데이터 특성에 따른 클라우드 네이티브 기반 데이터 플랫폼 자가 구성(Self-configurable) 기술, /mbrmgt/DGU121
블록체인과 AI,빅데이터를 활용한  안심인증 중고거래 플랫폼 서비스, /mbrmgt/DGU121
심리 상담 AI 챗봇, /mbrmgt/DGU121
제조상에서의 유해화학물질 저감을 위한 안전 모니터링 솔루션 개발, /mbrmgt/DGU121
빅데이터 기반 이미지 편집 온라인 솔루션(HTML5), /mbrmgt/DGU121
개인 PC 보안 진단 프로그램 개발, /mbrmgt/DGU121
심리 상담 AI 챗봇, /mbrmgt/DGU121
AI기반 카카오톡의 다양한 이벤트를 블루투스 제품을 통해 TTS 음성으로 안내하는 IOT 앱개발, /mbrmgt/DGU121
AR 기반의 도서관 내비게이션 프로그램 개발, /mbrmgt/DGU121
약물 지식 데이터베이스 구축 및 의약품 식별 알고리즘 개발, /mbrmgt/DGU121
MLOps 기반 골프 자세 분석 파이프라인 최적화, /mbrmgt/DGU121
머신 러닝을 통한 음성 데이터 개체명 식별, /mbrmgt/DGU121
ffmpeg과 YOLO를 이용한 동영상내 객체 탐지 자동화 솔루션 개발, /mbrmgt/DGU121
멀티클라우드 전환 솔루션 / 서비스, /mbrmgt/DGU121
모두의 복지 챗봇, /mbrmgt/DGU121
대량의 파일 검색 및 백업/복구를 지원하는 파일 관리 프로그램 개발, /mbrmgt/DGU121
독거노인 맞춤형 스마트 케어 서비스 개발, /mbrmgt/DGU121
UiPath RPA 기술 이용한 기업형 업무도구 개발, /mbrmgt/DGU121
IoT sensor data 수집을 통한 edge computing 기술 구현, /mbrmgt/DGU121
머신러닝 기반 NLU기법과 크롤러를 활용한 챗봇, /mbrmgt/DGU121
[K8s] 쿠버네티스 인프라 가시화, /mbrmgt/DGU121
빅데이터 자동 탐색(Automated Data Discovery)과 머신러닝을 통한 사용자 비개입 데이터 시각화 기술 (장기), /mbrmgt/DGU121
비대면 환경에서의 효과적인 교육 및 비지니스를 위한 개인 맞춤형 융합 콘텐츠 생성 기반 기술, /mbrmgt/DGU121
AI 컨택센터 솔루션, /mbrmgt/DGU121
NLP 감정분석을 통한 마케팅 시장분석, /mbrmgt/DGU121
비대면 환경에서의 효과적인 교육 및 비지니스를 위한 개인 맞춤형 융합 콘텐츠 생성 기반 기술, /mbrmgt/DGU121
홀로렌즈를 활용한 MR기반 솔루션 개발, /mbrmgt/DGU121
오픈소스 기반 “ELK” Tool을 연계 전력 Saving 시각화 모니터링 서비스 개발, /mbrmgt/DGU121
딥러닝-CNN 을 활용한 상품 검색 및 상품 정보 Tagging 시스템 구축, /mbrmgt/DGU121
NLP 감정분석을 통한 마케팅 시장분석, /mbrmgt/DGU121
빅데이터 기반 댓글 분석 및 시각화 서비스, /mbrmgt/DGU121
ffmpeg과 YOLO를 이용한 동영상내 객체 탐지 자동화 솔루션 개발, /mbrmgt/DGU121
레이더센서와 열감지센서를 활용한 IoT플랫폼 연계 열감지 서비스 구축, /mbrmgt/DGU121
